Semilla,Algoritmo,Tipo de lista,Longitud,Categorías o Proporción desorden,Tiempo
320,pivotear,Aleatoria,6000,40,0.004
320,pivotear,Aleatoria,6000,45,0.004
320,pivotear,Aleatoria,6000,50,0.004
320,pivotear,Casi ordenada,6000,0.1,0.008
320,pivotear,Casi ordenada,6000,0.2,0.008
320,pivotear,Casi ordenada,6000,0.3,0.008
320,pivotear,Casi ordenada,6000,0.4,0.008
320,pivotear,Casi ordenada,6000,0.5,0.009
320,pivotear,Casi ordenada,6000,0.6,0.008
320,pivotear,Casi ordenada,6000,0.7,0.0081
320,pivotear,Casi ordenada,6000,0.8,0.008
320,pivotear,Casi ordenada,6000,0.8998,0.008
320,pivotear,Aleatoria,7000,5,0.002
320,pivotear,Aleatoria,7000,10,0.004
320,pivotear,Aleatoria,7000,15,0.003
320,pivotear,Aleatoria,7000,20,0.003
320,pivotear,Aleatoria,7000,25,0.004
320,pivotear,Aleatoria,7000,30,0.004
320,pivotear,Aleatoria,7000,35,0.004
320,pivotear,Aleatoria,7000,40,0.0043
320,pivotear,Aleatoria,7000,45,0.004
320,pivotear,Aleatoria,7000,50,0.005
320,pivotear,Casi ordenada,7000,0.1,0.009
320,pivotear,Casi ordenada,7000,0.2,0.0112
320,pivotear,Casi ordenada,7000,0.3,0.0093
320,pivotear,Casi ordenada,7000,0.4,0.009
320,pivotear,Casi ordenada,7000,0.5,0.01
320,pivotear,Casi ordenada,7000,0.6,0.009
320,pivotear,Casi ordenada,7000,0.7,0.009
320,pivotear,Casi ordenada,7000,0.7999,0.009
320,pivotear,Casi ordenada,7000,0.8999,0.009
320,pivotear,Aleatoria,8000,5,0.003
320,pivotear,Aleatoria,8000,10,0.004
320,pivotear,Aleatoria,8000,15,0.004
320,pivotear,Aleatoria,8000,20,0.004
320,pivotear,Aleatoria,8000,25,0.005
320,pivotear,Aleatoria,8000,30,0.005
320,pivotear,Aleatoria,8000,35,0.004
320,pivotear,Aleatoria,8000,40,0.004
320,pivotear,Aleatoria,8000,45,0.005
320,pivotear,Aleatoria,8000,50,0.005
320,pivotear,Casi ordenada,8000,0.1,0.01
320,pivotear,Casi ordenada,8000,0.2,0.01
320,pivotear,Casi ordenada,8000,0.3,0.011
320,pivotear,Casi ordenada,8000,0.4,0.01
320,pivotear,Casi ordenada,8000,0.5,0.01
320,pivotear,Casi ordenada,8000,0.6,0.0101
320,pivotear,Casi ordenada,8000,0.7,0.01
320,pivotear,Casi ordenada,8000,0.7999,0.0111
320,pivotear,Casi ordenada,8000,0.8999,0.01
320,pivotear,Aleatoria,9000,5,0.004
320,pivotear,Aleatoria,9000,10,0.004
320,pivotear,Aleatoria,9000,15,0.004
320,pivotear,Aleatoria,9000,20,0.005
320,pivotear,Aleatoria,9000,25,0.005
320,pivotear,Aleatoria,9000,30,0.005
320,pivotear,Aleatoria,9000,35,0.005
320,pivotear,Aleatoria,9000,40,0.005
320,pivotear,Aleatoria,9000,45,0.007
320,pivotear,Aleatoria,9000,50,0.006
320,pivotear,Casi ordenada,9000,0.1,0.014
320,pivotear,Casi ordenada,9000,0.2,0.013
320,pivotear,Casi ordenada,9000,0.3,0.0131
320,pivotear,Casi ordenada,9000,0.4,0.014
320,pivotear,Casi ordenada,9000,0.5,0.014
320,pivotear,Casi ordenada,9000,0.6,0.014
320,pivotear,Casi ordenada,9000,0.7,0.014
320,pivotear,Casi ordenada,9000,0.7999,0.014
320,pivotear,Casi ordenada,9000,0.8999,0.014
320,pivotear,Aleatoria,10000,5,0.004
320,pivotear,Aleatoria,10000,10,0.004
320,pivotear,Aleatoria,10000,15,0.005
320,pivotear,Aleatoria,10000,20,0.003
320,pivotear,Aleatoria,10000,25,0.005
320,pivotear,Aleatoria,10000,30,0.006
320,pivotear,Aleatoria,10000,35,0.0081
320,pivotear,Aleatoria,10000,40,0.0055
320,pivotear,Aleatoria,10000,45,0.008
320,pivotear,Aleatoria,10000,50,0.007
320,pivotear,Casi ordenada,10000,0.1,0.014
320,pivotear,Casi ordenada,10000,0.2,0.0141
320,pivotear,Casi ordenada,10000,0.3,0.015
320,pivotear,Casi ordenada,10000,0.4,0.0165
320,pivotear,Casi ordenada,10000,0.5,0.0151
320,pivotear,Casi ordenada,10000,0.6,0.0154
320,pivotear,Casi ordenada,10000,0.7,0.015
320,pivotear,Casi ordenada,10000,0.7999,0.015
320,pivotear,Casi ordenada,10000,0.9,0.015
320,dividir_unir,Aleatoria,1000,5,0.002
320,dividir_unir,Aleatoria,1000,10,0.003
320,dividir_unir,Aleatoria,1000,15,0.002
320,dividir_unir,Aleatoria,1000,20,0.002
320,dividir_unir,Aleatoria,1000,25,0.002
320,dividir_unir,Aleatoria,1000,30,0.002
320,dividir_unir,Aleatoria,1000,35,0.001
320,dividir_unir,Aleatoria,1000,40,0.002
320,dividir_unir,Aleatoria,1000,45,0.002
320,dividir_unir,Aleatoria,1000,50,0.002
320,dividir_unir,Casi ordenada,1000,0.1,0.002
320,dividir_unir,Casi ordenada,1000,0.2,0.002
320,dividir_unir,Casi ordenada,1000,0.3,0.002
320,dividir_unir,Casi ordenada,1000,0.4,0.002
320,dividir_unir,Casi ordenada,1000,0.5,0.002
320,dividir_unir,Casi ordenada,1000,0.6,0.002
320,dividir_unir,Casi ordenada,1000,0.7,0.002
320,dividir_unir,Casi ordenada,1000,0.799,0.002
320,dividir_unir,Casi ordenada,1000,0.899,0.002
320,dividir_unir,Aleatoria,2000,5,0.005
320,dividir_unir,Aleatoria,2000,10,0.004
320,dividir_unir,Aleatoria,2000,15,0.005
320,dividir_unir,Aleatoria,2000,20,0.004
320,dividir_unir,Aleatoria,2000,25,0.0041
320,dividir_unir,Aleatoria,2000,30,0.004
320,dividir_unir,Aleatoria,2000,35,0.005
320,dividir_unir,Aleatoria,2000,40,0.004
320,dividir_unir,Aleatoria,2000,45,0.005
320,dividir_unir,Aleatoria,2000,50,0.004
320,dividir_unir,Casi ordenada,2000,0.1,0.005
320,dividir_unir,Casi ordenada,2000,0.2,0.004
320,dividir_unir,Casi ordenada,2000,0.3,0.005
320,dividir_unir,Casi ordenada,2000,0.4,0.004
320,dividir_unir,Casi ordenada,2000,0.5,0.005
320,dividir_unir,Casi ordenada,2000,0.6,0.005
320,dividir_unir,Casi ordenada,2000,0.7,0.004
320,dividir_unir,Casi ordenada,2000,0.7995,0.004
320,dividir_unir,Casi ordenada,2000,0.8995,0.005
320,dividir_unir,Aleatoria,3000,5,0.007
320,dividir_unir,Aleatoria,3000,10,0.007
320,dividir_unir,Aleatoria,3000,15,0.007
320,dividir_unir,Aleatoria,3000,20,0.007
320,dividir_unir,Aleatoria,3000,25,0.009
320,dividir_unir,Aleatoria,3000,30,0.007
320,dividir_unir,Aleatoria,3000,35,0.007
320,dividir_unir,Aleatoria,3000,40,0.007
320,dividir_unir,Aleatoria,3000,45,0.008
320,dividir_unir,Aleatoria,3000,50,0.007
320,dividir_unir,Casi ordenada,3000,0.1,0.007
320,dividir_unir,Casi ordenada,3000,0.2,0.007
320,dividir_unir,Casi ordenada,3000,0.3,0.007
320,dividir_unir,Casi ordenada,3000,0.4,0.007
320,dividir_unir,Casi ordenada,3000,0.5,0.007
320,dividir_unir,Casi ordenada,3000,0.6,0.007
320,dividir_unir,Casi ordenada,3000,0.7,0.007
320,dividir_unir,Casi ordenada,3000,0.8,0.007
320,dividir_unir,Casi ordenada,3000,0.8997,0.007
320,dividir_unir,Aleatoria,4000,5,0.01
320,dividir_unir,Aleatoria,4000,10,0.009
320,dividir_unir,Aleatoria,4000,15,0.009
320,dividir_unir,Aleatoria,4000,20,0.01
320,dividir_unir,Aleatoria,4000,25,0.009
320,dividir_unir,Aleatoria,4000,30,0.009
320,dividir_unir,Aleatoria,4000,35,0.01
320,dividir_unir,Aleatoria,4000,40,0.01
320,dividir_unir,Aleatoria,4000,45,0.009
320,dividir_unir,Aleatoria,4000,50,0.01
320,dividir_unir,Casi ordenada,4000,0.1,0.009
320,dividir_unir,Casi ordenada,4000,0.2,0.009
320,dividir_unir,Casi ordenada,4000,0.3,0.011
320,dividir_unir,Casi ordenada,4000,0.4,0.01
320,dividir_unir,Casi ordenada,4000,0.5,0.0123
320,dividir_unir,Casi ordenada,4000,0.6,0.0095
320,dividir_unir,Casi ordenada,4000,0.7,0.01
320,dividir_unir,Casi ordenada,4000,0.7997,0.0104
320,dividir_unir,Casi ordenada,4000,0.8998,0.01
320,dividir_unir,Aleatoria,5000,5,0.0135
320,dividir_unir,Aleatoria,5000,10,0.013
320,dividir_unir,Aleatoria,5000,15,0.0136
320,dividir_unir,Aleatoria,5000,20,0.012
320,dividir_unir,Aleatoria,5000,25,0.013
320,dividir_unir,Aleatoria,5000,30,0.012
320,dividir_unir,Aleatoria,5000,35,0.0131
320,dividir_unir,Aleatoria,5000,40,0.0131
320,dividir_unir,Aleatoria,5000,45,0.012
320,dividir_unir,Aleatoria,5000,50,0.0141
320,dividir_unir,Casi ordenada,5000,0.1,0.012
320,dividir_unir,Casi ordenada,5000,0.2,0.013
320,dividir_unir,Casi ordenada,5000,0.3,0.013
320,dividir_unir,Casi ordenada,5000,0.4,0.012
320,dividir_unir,Casi ordenada,5000,0.5,0.013
320,dividir_unir,Casi ordenada,5000,0.6,0.0151
320,dividir_unir,Casi ordenada,5000,0.7,0.014
320,dividir_unir,Casi ordenada,5000,0.7998,0.0125
320,dividir_unir,Casi ordenada,5000,0.9,0.013
320,dividir_unir,Aleatoria,6000,5,0.015
320,dividir_unir,Aleatoria,6000,10,0.015
320,dividir_unir,Aleatoria,6000,15,0.015
320,dividir_unir,Aleatoria,6000,20,0.015
320,dividir_unir,Aleatoria,6000,25,0.015
320,dividir_unir,Aleatoria,6000,30,0.0151
320,dividir_unir,Aleatoria,6000,35,0.015
320,dividir_unir,Aleatoria,6000,40,0.015
320,dividir_unir,Aleatoria,6000,45,0.0161
320,dividir_unir,Aleatoria,6000,50,0.015
320,dividir_unir,Casi ordenada,6000,0.1,0.014
320,dividir_unir,Casi ordenada,6000,0.2,0.015
320,dividir_unir,Casi ordenada,6000,0.3,0.015
320,dividir_unir,Casi ordenada,6000,0.4,0.015
320,dividir_unir,Casi ordenada,6000,0.5,0.018
320,dividir_unir,Casi ordenada,6000,0.6,0.015
320,dividir_unir,Casi ordenada,6000,0.7,0.016
320,dividir_unir,Casi ordenada,6000,0.8,0.015
320,dividir_unir,Casi ordenada,6000,0.8998,0.0199
320,dividir_unir,Aleatoria,7000,5,0.025
320,dividir_unir,Aleatoria,7000,10,0.018
320,dividir_unir,Aleatoria,7000,15,0.018
320,dividir_unir,Aleatoria,7000,20,0.018
320,dividir_unir,Aleatoria,7000,25,0.0226
320,dividir_unir,Aleatoria,7000,30,0.0182
320,dividir_unir,Aleatoria,7000,35,0.0181
320,dividir_unir,Aleatoria,7000,40,0.019
320,dividir_unir,Aleatoria,7000,45,0.018
320,dividir_unir,Aleatoria,7000,50,0.0201
320,dividir_unir,Casi ordenada,7000,0.1,0.018
320,dividir_unir,Casi ordenada,7000,0.2,0.0178
320,dividir_unir,Casi ordenada,7000,0.3,0.0181
320,dividir_unir,Casi ordenada,7000,0.4,0.018
320,dividir_unir,Casi ordenada,7000,0.5,0.0179
320,dividir_unir,Casi ordenada,7000,0.6,0.0181
320,dividir_unir,Casi ordenada,7000,0.7,0.019
320,dividir_unir,Casi ordenada,7000,0.7999,0.018
320,dividir_unir,Casi ordenada,7000,0.8999,0.019
320,dividir_unir,Aleatoria,8000,5,0.019
320,dividir_unir,Aleatoria,8000,10,0.0196
320,dividir_unir,Aleatoria,8000,15,0.022
320,dividir_unir,Aleatoria,8000,20,0.021
320,dividir_unir,Aleatoria,8000,25,0.0251
320,dividir_unir,Aleatoria,8000,30,0.021
320,dividir_unir,Aleatoria,8000,35,0.021
320,dividir_unir,Aleatoria,8000,40,0.02
320,dividir_unir,Aleatoria,8000,45,0.0211
320,dividir_unir,Aleatoria,8000,50,0.0201
320,dividir_unir,Casi ordenada,8000,0.1,0.0206
320,dividir_unir,Casi ordenada,8000,0.2,0.024
320,dividir_unir,Casi ordenada,8000,0.3,0.0265
320,dividir_unir,Casi ordenada,8000,0.4,0.029
320,dividir_unir,Casi ordenada,8000,0.5,0.023
320,dividir_unir,Casi ordenada,8000,0.6,0.023
320,dividir_unir,Casi ordenada,8000,0.7,0.021
320,dividir_unir,Casi ordenada,8000,0.7999,0.022
320,dividir_unir,Casi ordenada,8000,0.8999,0.021
320,dividir_unir,Aleatoria,9000,5,0.03
320,dividir_unir,Aleatoria,9000,10,0.025
320,dividir_unir,Aleatoria,9000,15,0.025
320,dividir_unir,Aleatoria,9000,20,0.024
320,dividir_unir,Aleatoria,9000,25,0.024
320,dividir_unir,Aleatoria,9000,30,0.023
320,dividir_unir,Aleatoria,9000,35,0.029
320,dividir_unir,Aleatoria,9000,40,0.023
320,dividir_unir,Aleatoria,9000,45,0.025
320,dividir_unir,Aleatoria,9000,50,0.024
320,dividir_unir,Casi ordenada,9000,0.1,0.023
320,dividir_unir,Casi ordenada,9000,0.2,0.024
320,dividir_unir,Casi ordenada,9000,0.3,0.024
320,dividir_unir,Casi ordenada,9000,0.4,0.026
320,dividir_unir,Casi ordenada,9000,0.5,0.024
320,dividir_unir,Casi ordenada,9000,0.6,0.025
320,dividir_unir,Casi ordenada,9000,0.7,0.027
320,dividir_unir,Casi ordenada,9000,0.7999,0.025
320,dividir_unir,Casi ordenada,9000,0.8999,0.024
320,dividir_unir,Aleatoria,10000,5,0.025
320,dividir_unir,Aleatoria,10000,10,0.026
320,dividir_unir,Aleatoria,10000,15,0.026
320,dividir_unir,Aleatoria,10000,20,0.026
320,dividir_unir,Aleatoria,10000,25,0.029
320,dividir_unir,Aleatoria,10000,30,0.027
320,dividir_unir,Aleatoria,10000,35,0.028
320,dividir_unir,Aleatoria,10000,40,0.03
320,dividir_unir,Aleatoria,10000,45,0.027
320,dividir_unir,Aleatoria,10000,50,0.027
320,dividir_unir,Casi ordenada,10000,0.1,0.026
320,dividir_unir,Casi ordenada,10000,0.2,0.026
320,dividir_unir,Casi ordenada,10000,0.3,0.027
320,dividir_unir,Casi ordenada,10000,0.4,0.026
320,dividir_unir,Casi ordenada,10000,0.5,0.026
320,dividir_unir,Casi ordenada,10000,0.6,0.027
320,dividir_unir,Casi ordenada,10000,0.7,0.029
320,dividir_unir,Casi ordenada,10000,0.7999,0.027
320,dividir_unir,Casi ordenada,10000,0.9,0.027
