Semilla,Algoritmo,Tipo de lista,Longitud,Categorías o Proporción desorden,Tiempo
320,pivotear,Aleatoria,7000,30,0.004
320,pivotear,Aleatoria,7000,35,0.004
320,pivotear,Aleatoria,7000,40,0.005
320,pivotear,Aleatoria,7000,45,0.004
320,pivotear,Aleatoria,7000,50,0.005
320,pivotear,Casi ordenada,7000,0,0.009
320,pivotear,Casi ordenada,7000,0,0.009
320,pivotear,Casi ordenada,7000,0,0.009
320,pivotear,Casi ordenada,7000,0,0.0103
320,pivotear,Casi ordenada,7000,0,0.009
320,pivotear,Casi ordenada,7000,1,0.01
320,pivotear,Casi ordenada,7000,1,0.009
320,pivotear,Casi ordenada,7000,1,0.011
320,pivotear,Casi ordenada,7000,1,0.0101
320,pivotear,Aleatoria,8000,5,0.003
320,pivotear,Aleatoria,8000,10,0.0035
320,pivotear,Aleatoria,8000,15,0.004
320,pivotear,Aleatoria,8000,20,0.004
320,pivotear,Aleatoria,8000,25,0.004
320,pivotear,Aleatoria,8000,30,0.005
320,pivotear,Aleatoria,8000,35,0.005
320,pivotear,Aleatoria,8000,40,0.005
320,pivotear,Aleatoria,8000,45,0.005
320,pivotear,Aleatoria,8000,50,0.005
320,pivotear,Casi ordenada,8000,0,0.01
320,pivotear,Casi ordenada,8000,0,0.01
320,pivotear,Casi ordenada,8000,0,0.0106
320,pivotear,Casi ordenada,8000,0,0.01
320,pivotear,Casi ordenada,8000,0,0.01
320,pivotear,Casi ordenada,8000,1,0.0107
320,pivotear,Casi ordenada,8000,1,0.01
320,pivotear,Casi ordenada,8000,1,0.011
320,pivotear,Casi ordenada,8000,1,0.01
320,pivotear,Aleatoria,9000,5,0.003
320,pivotear,Aleatoria,9000,10,0.0051
320,pivotear,Aleatoria,9000,15,0.004
320,pivotear,Aleatoria,9000,20,0.005
320,pivotear,Aleatoria,9000,25,0.005
320,pivotear,Aleatoria,9000,30,0.005
320,pivotear,Aleatoria,9000,35,0.005
320,pivotear,Aleatoria,9000,40,0.006
320,pivotear,Aleatoria,9000,45,0.005
320,pivotear,Aleatoria,9000,50,0.006
320,pivotear,Casi ordenada,9000,0,0.014
320,pivotear,Casi ordenada,9000,0,0.014
320,pivotear,Casi ordenada,9000,0,0.014
320,pivotear,Casi ordenada,9000,0,0.016
320,pivotear,Casi ordenada,9000,0,0.014
320,pivotear,Casi ordenada,9000,1,0.0137
320,pivotear,Casi ordenada,9000,1,0.013
320,pivotear,Casi ordenada,9000,1,0.0101
320,pivotear,Casi ordenada,9000,1,0.0183
320,pivotear,Aleatoria,10000,5,0.004
320,pivotear,Aleatoria,10000,10,0.004
320,pivotear,Aleatoria,10000,15,0.004
320,pivotear,Aleatoria,10000,20,0.005
320,pivotear,Aleatoria,10000,25,0.005
320,pivotear,Aleatoria,10000,30,0.006
320,pivotear,Aleatoria,10000,35,0.006
320,pivotear,Aleatoria,10000,40,0.006
320,pivotear,Aleatoria,10000,45,0.006
320,pivotear,Aleatoria,10000,50,0.0061
320,pivotear,Casi ordenada,10000,0,0.015
320,pivotear,Casi ordenada,10000,0,0.014
320,pivotear,Casi ordenada,10000,0,0.014
320,pivotear,Casi ordenada,10000,0,0.014
320,pivotear,Casi ordenada,10000,0,0.015
320,pivotear,Casi ordenada,10000,1,0.015
320,pivotear,Casi ordenada,10000,1,0.0148
320,pivotear,Casi ordenada,10000,1,0.019
320,pivotear,Casi ordenada,10000,1,0.016
320,dividir_unir,Aleatoria,1000,5,0.002
320,dividir_unir,Aleatoria,1000,10,0.002
320,dividir_unir,Aleatoria,1000,15,0.003
320,dividir_unir,Aleatoria,1000,20,0.002
320,dividir_unir,Aleatoria,1000,25,0.002
320,dividir_unir,Aleatoria,1000,30,0.002
320,dividir_unir,Aleatoria,1000,35,0.002
320,dividir_unir,Aleatoria,1000,40,0.002
320,dividir_unir,Aleatoria,1000,45,0.002
320,dividir_unir,Aleatoria,1000,50,0.002
320,dividir_unir,Casi ordenada,1000,0,0.002
320,dividir_unir,Casi ordenada,1000,0,0.002
320,dividir_unir,Casi ordenada,1000,0,0.002
320,dividir_unir,Casi ordenada,1000,0,0.002
320,dividir_unir,Casi ordenada,1000,0,0.002
320,dividir_unir,Casi ordenada,1000,1,0.002
320,dividir_unir,Casi ordenada,1000,1,0.002
320,dividir_unir,Casi ordenada,1000,1,0.002
320,dividir_unir,Casi ordenada,1000,1,0.002
320,dividir_unir,Aleatoria,2000,5,0.004
320,dividir_unir,Aleatoria,2000,10,0.005
320,dividir_unir,Aleatoria,2000,15,0.004
320,dividir_unir,Aleatoria,2000,20,0.0046
320,dividir_unir,Aleatoria,2000,25,0.005
320,dividir_unir,Aleatoria,2000,30,0.006
320,dividir_unir,Aleatoria,2000,35,0.004
320,dividir_unir,Aleatoria,2000,40,0.005
320,dividir_unir,Aleatoria,2000,45,0.005
320,dividir_unir,Aleatoria,2000,50,0.005
320,dividir_unir,Casi ordenada,2000,0,0.005
320,dividir_unir,Casi ordenada,2000,0,0.004
320,dividir_unir,Casi ordenada,2000,0,0.005
320,dividir_unir,Casi ordenada,2000,0,0.006
320,dividir_unir,Casi ordenada,2000,0,0.005
320,dividir_unir,Casi ordenada,2000,1,0.005
320,dividir_unir,Casi ordenada,2000,1,0.005
320,dividir_unir,Casi ordenada,2000,1,0.0041
320,dividir_unir,Casi ordenada,2000,1,0.005
320,dividir_unir,Aleatoria,3000,5,0.008
320,dividir_unir,Aleatoria,3000,10,0.007
320,dividir_unir,Aleatoria,3000,15,0.0071
320,dividir_unir,Aleatoria,3000,20,0.007
320,dividir_unir,Aleatoria,3000,25,0.007
320,dividir_unir,Aleatoria,3000,30,0.007
320,dividir_unir,Aleatoria,3000,35,0.007
320,dividir_unir,Aleatoria,3000,40,0.007
320,dividir_unir,Aleatoria,3000,45,0.007
320,dividir_unir,Aleatoria,3000,50,0.0061
320,dividir_unir,Casi ordenada,3000,0,0.0066
320,dividir_unir,Casi ordenada,3000,0,0.008
320,dividir_unir,Casi ordenada,3000,0,0.007
320,dividir_unir,Casi ordenada,3000,0,0.0071
320,dividir_unir,Casi ordenada,3000,0,0.008
320,dividir_unir,Casi ordenada,3000,1,0.007
320,dividir_unir,Casi ordenada,3000,1,0.007
320,dividir_unir,Casi ordenada,3000,1,0.0068
320,dividir_unir,Casi ordenada,3000,1,0.007
320,dividir_unir,Aleatoria,4000,5,0.009
320,dividir_unir,Aleatoria,4000,10,0.009
320,dividir_unir,Aleatoria,4000,15,0.009
320,dividir_unir,Aleatoria,4000,20,0.009
320,dividir_unir,Aleatoria,4000,25,0.01
320,dividir_unir,Aleatoria,4000,30,0.009
320,dividir_unir,Aleatoria,4000,35,0.01
320,dividir_unir,Aleatoria,4000,40,0.009
320,dividir_unir,Aleatoria,4000,45,0.0101
320,dividir_unir,Aleatoria,4000,50,0.009
320,dividir_unir,Casi ordenada,4000,0,0.009
320,dividir_unir,Casi ordenada,4000,0,0.0091
320,dividir_unir,Casi ordenada,4000,0,0.01
320,dividir_unir,Casi ordenada,4000,0,0.0101
320,dividir_unir,Casi ordenada,4000,0,0.009
320,dividir_unir,Casi ordenada,4000,1,0.009
320,dividir_unir,Casi ordenada,4000,1,0.01
320,dividir_unir,Casi ordenada,4000,1,0.01
320,dividir_unir,Casi ordenada,4000,1,0.0091
320,dividir_unir,Aleatoria,5000,5,0.0116
320,dividir_unir,Aleatoria,5000,10,0.019
320,dividir_unir,Aleatoria,5000,15,0.013
320,dividir_unir,Aleatoria,5000,20,0.012
320,dividir_unir,Aleatoria,5000,25,0.012
320,dividir_unir,Aleatoria,5000,30,0.012
320,dividir_unir,Aleatoria,5000,35,0.012
320,dividir_unir,Aleatoria,5000,40,0.0121
320,dividir_unir,Aleatoria,5000,45,0.013
320,dividir_unir,Aleatoria,5000,50,0.013
320,dividir_unir,Casi ordenada,5000,0,0.012
320,dividir_unir,Casi ordenada,5000,0,0.012
320,dividir_unir,Casi ordenada,5000,0,0.012
320,dividir_unir,Casi ordenada,5000,0,0.012
320,dividir_unir,Casi ordenada,5000,0,0.012
320,dividir_unir,Casi ordenada,5000,1,0.012
320,dividir_unir,Casi ordenada,5000,1,0.012
320,dividir_unir,Casi ordenada,5000,1,0.0121
320,dividir_unir,Casi ordenada,5000,1,0.013
320,dividir_unir,Aleatoria,6000,5,0.014
320,dividir_unir,Aleatoria,6000,10,0.0171
320,dividir_unir,Aleatoria,6000,15,0.015
320,dividir_unir,Aleatoria,6000,20,0.0143
320,dividir_unir,Aleatoria,6000,25,0.0145
320,dividir_unir,Aleatoria,6000,30,0.014
320,dividir_unir,Aleatoria,6000,35,0.0146
320,dividir_unir,Aleatoria,6000,40,0.015
320,dividir_unir,Aleatoria,6000,45,0.0151
320,dividir_unir,Aleatoria,6000,50,0.015
320,dividir_unir,Casi ordenada,6000,0,0.0141
320,dividir_unir,Casi ordenada,6000,0,0.0144
320,dividir_unir,Casi ordenada,6000,0,0.015
320,dividir_unir,Casi ordenada,6000,0,0.015
320,dividir_unir,Casi ordenada,6000,0,0.015
320,dividir_unir,Casi ordenada,6000,1,0.015
320,dividir_unir,Casi ordenada,6000,1,0.0176
320,dividir_unir,Casi ordenada,6000,1,0.0201
320,dividir_unir,Casi ordenada,6000,1,0.015
320,dividir_unir,Aleatoria,7000,5,0.0171
320,dividir_unir,Aleatoria,7000,10,0.017
320,dividir_unir,Aleatoria,7000,15,0.018
320,dividir_unir,Aleatoria,7000,20,0.0176
320,dividir_unir,Aleatoria,7000,25,0.0151
320,dividir_unir,Aleatoria,7000,30,0.021
320,dividir_unir,Aleatoria,7000,35,0.019
320,dividir_unir,Aleatoria,7000,40,0.0181
320,dividir_unir,Aleatoria,7000,45,0.0181
320,dividir_unir,Aleatoria,7000,50,0.018
320,dividir_unir,Casi ordenada,7000,0,0.017
320,dividir_unir,Casi ordenada,7000,0,0.0171
320,dividir_unir,Casi ordenada,7000,0,0.0201
320,dividir_unir,Casi ordenada,7000,0,0.018
320,dividir_unir,Casi ordenada,7000,0,0.0176
320,dividir_unir,Casi ordenada,7000,1,0.019
320,dividir_unir,Casi ordenada,7000,1,0.0181
320,dividir_unir,Casi ordenada,7000,1,0.018
320,dividir_unir,Casi ordenada,7000,1,0.0181
320,dividir_unir,Aleatoria,8000,5,0.0191
320,dividir_unir,Aleatoria,8000,10,0.0201
320,dividir_unir,Aleatoria,8000,15,0.02
320,dividir_unir,Aleatoria,8000,20,0.021
320,dividir_unir,Aleatoria,8000,25,0.0201
320,dividir_unir,Aleatoria,8000,30,0.02
320,dividir_unir,Aleatoria,8000,35,0.021
320,dividir_unir,Aleatoria,8000,40,0.021
320,dividir_unir,Aleatoria,8000,45,0.021
320,dividir_unir,Aleatoria,8000,50,0.02
320,dividir_unir,Casi ordenada,8000,0,0.0195
320,dividir_unir,Casi ordenada,8000,0,0.02
320,dividir_unir,Casi ordenada,8000,0,0.0201
320,dividir_unir,Casi ordenada,8000,0,0.022
320,dividir_unir,Casi ordenada,8000,0,0.021
320,dividir_unir,Casi ordenada,8000,1,0.0207
320,dividir_unir,Casi ordenada,8000,1,0.0221
320,dividir_unir,Casi ordenada,8000,1,0.0211
320,dividir_unir,Casi ordenada,8000,1,0.0231
320,dividir_unir,Aleatoria,9000,5,0.023
320,dividir_unir,Aleatoria,9000,10,0.0231
320,dividir_unir,Aleatoria,9000,15,0.023
320,dividir_unir,Aleatoria,9000,20,0.0231
320,dividir_unir,Aleatoria,9000,25,0.023
320,dividir_unir,Aleatoria,9000,30,0.0241
320,dividir_unir,Aleatoria,9000,35,0.0235
320,dividir_unir,Aleatoria,9000,40,0.023
320,dividir_unir,Aleatoria,9000,45,0.0231
320,dividir_unir,Aleatoria,9000,50,0.024
320,dividir_unir,Casi ordenada,9000,0,0.0241
320,dividir_unir,Casi ordenada,9000,0,0.0231
320,dividir_unir,Casi ordenada,9000,0,0.0241
320,dividir_unir,Casi ordenada,9000,0,0.023
320,dividir_unir,Casi ordenada,9000,0,0.023
320,dividir_unir,Casi ordenada,9000,1,0.0236
320,dividir_unir,Casi ordenada,9000,1,0.0231
320,dividir_unir,Casi ordenada,9000,1,0.0231
320,dividir_unir,Casi ordenada,9000,1,0.024
320,dividir_unir,Aleatoria,10000,5,0.0251
320,dividir_unir,Aleatoria,10000,10,0.027
320,dividir_unir,Aleatoria,10000,15,0.0271
320,dividir_unir,Aleatoria,10000,20,0.0261
320,dividir_unir,Aleatoria,10000,25,0.0256
320,dividir_unir,Aleatoria,10000,30,0.0261
320,dividir_unir,Aleatoria,10000,35,0.0261
320,dividir_unir,Aleatoria,10000,40,0.0262
320,dividir_unir,Aleatoria,10000,45,0.026
320,dividir_unir,Aleatoria,10000,50,0.027
320,dividir_unir,Casi ordenada,10000,0,0.0276
320,dividir_unir,Casi ordenada,10000,0,0.0265
320,dividir_unir,Casi ordenada,10000,0,0.027
320,dividir_unir,Casi ordenada,10000,0,0.0266
320,dividir_unir,Casi ordenada,10000,0,0.0261
320,dividir_unir,Casi ordenada,10000,1,0.0271
320,dividir_unir,Casi ordenada,10000,1,0.0273
320,dividir_unir,Casi ordenada,10000,1,0.027
320,dividir_unir,Casi ordenada,10000,1,0.028
